YearCode,Entity,Code,Year,GNI,EatingDisorderPrevalancePercent,DepressionPrevalancePerc,DeathsBySuicide,LifeSatisfactionRate
AFG-2015,Afghanistan,AFG,2015,590,0.12,5.11,0.59,2.66171813
AFG-2016,Afghanistan,AFG,2016,550,0.12,5.11,0.59,2.694303274
AFG-2017,Afghanistan,AFG,2017,530,0.12,5.11,0.63,2.375091791
AFG-2018,Afghanistan,AFG,2018,510,0.12,5.12,0.62,
AFG-2019,Afghanistan,AFG,2019,520,0.12,5.13,0.64,2.522900105
ALB-2015,Albania,ALB,2015,4390,0.14,,0.77,
ALB-2016,Albania,ALB,2016,4320,0.14,2.61,0.74,5.004402637
ALB-2017,Albania,ALB,2017,4290,0.14,2.61,0.72,4.995317936
ALB-2018,Albania,ALB,2018,4860,0.14,2.62,0.69,5.364909649
ALB-2019,Albania,ALB,2019,5230,0.15,2.63,0.67,5.117400169
DZA-2015,Algeria,DZA,2015,4850,0.22,2.61,0.8,4.639548302
DZA-2016,Algeria,DZA,2016,4370,0.22,4.31,0.77,5.043086052
DZA-2017,Algeria,DZA,2017,3950,0.22,4.3,0.76,4.744627476
DZA-2018,Algeria,DZA,2018,3980,0.22,4.32,0.75,
DZA-2019,Algeria,DZA,2019,4010,0.22,4.37,0.75,4.88710022
AGO-2015,Angola,AGO,2015,3920,0.14,4.31,0.92,5.248912334
AGO-2016,Angola,AGO,2016,2480,0.14,5.85,0.93,
AGO-2017,Angola,AGO,2017,2010,0.14,5.86,0.98,
AGO-2018,Angola,AGO,2018,1900,0.14,5.86,1.01,
AGO-2019,Angola,AGO,2019,2070,0.14,5.86,1.04,
ATG-2015,Antigua and Barbuda,ATG,2015,12850,0.28,5.85,0.47,
ATG-2016,Antigua and Barbuda,ATG,2016,13580,0.28,3.05,0.46,
ATG-2017,Antigua and Barbuda,ATG,2017,14320,0.28,3.05,0.45,
ATG-2018,Antigua and Barbuda,ATG,2018,15880,0.28,3.09,0.45,
ATG-2019,Antigua and Barbuda,ATG,2019,16420,0.28,3.17,0.45,
ARG-2015,Argentina,ARG,2015,12600,0.35,3.05,1.44,
ARG-2016,Argentina,ARG,2016,12220,0.36,2.6,1.43,5.792796612
ARG-2017,Argentina,ARG,2017,13140,0.36,2.6,1.43,6.085560799
ARG-2018,Argentina,ARG,2018,12430,0.36,2.6,1.45,5.900567055
ARG-2019,Argentina,ARG,2019,11260,0.36,2.59,1.44,5.929299831
ARM-2015,Armenia,ARM,2015,4010,0.13,2.61,1.08,6.039330006
ARM-2016,Armenia,ARM,2016,3760,0.13,3.16,1.07,5.062448502
ARM-2017,Armenia,ARM,2017,3950,0.13,3.16,1.04,5.4880867
ARM-2018,Armenia,ARM,2018,4240,0.13,3.17,1.03,
ARM-2019,Armenia,ARM,2019,4660,0.13,3.19,1.03,5.282599926
AUS-2015,Australia,AUS,2015,60490,1.11,3.15,1.95,4.287736416
AUS-2016,Australia,AUS,2016,54090,1.11,4.83,1.88,7.17699337
AUS-2017,Australia,AUS,2017,51480,1.11,4.73,1.79,7.233994961
AUS-2018,Australia,AUS,2018,53070,1.12,4.75,1.73,7.137367725
AUS-2019,Australia,AUS,2019,54910,1.14,4.83,1.7,7.183499813
AUT-2015,Austria,AUT,2015,47480,0.62,4.95,1.82,7.25703764
AUT-2016,Austria,AUT,2016,46240,0.61,3.41,1.8,7.396001816
AUT-2017,Austria,AUT,2017,45040,0.61,3.41,1.79,7.195361137
AUT-2018,Austria,AUT,2018,49010,0.61,3.42,1.76,7.213489056
AUT-2019,Austria,AUT,2019,51010,0.62,3.42,1.72,7.267799854
AZE-2015,Azerbaijan,AZE,2015,6610,0.15,3.41,0.51,7.293727875
AZE-2016,Azerbaijan,AZE,2016,4790,0.15,2.89,0.49,5.167995453
AZE-2017,Azerbaijan,AZE,2017,4110,0.15,2.89,0.48,5.173389435
AZE-2018,Azerbaijan,AZE,2018,4080,0.15,2.91,0.5,
AZE-2019,Azerbaijan,AZE,2019,4510,0.15,2.94,0.5,5.170800209
BHS-2015,Bahamas,BHS,2015,28810,0.31,2.89,0.45,5.152279377
BHS-2016,Bahamas,BHS,2016,28930,0.31,3.12,0.45,
BHS-2017,Bahamas,BHS,2017,30580,0.31,3.12,0.45,
BHS-2018,Bahamas,BHS,2018,31070,0.31,3.15,0.44,
BHS-2019,Bahamas,BHS,2019,32420,0.31,3.21,0.43,
BHR-2015,Bahrain,BHR,2015,22580,0.29,3.12,2.44,
BHR-2016,Bahrain,BHR,2016,21570,0.3,4.72,2.25,
BHR-2017,Bahrain,BHR,2017,21250,0.3,4.71,2.07,7.098012447
BHR-2018,Bahrain,BHR,2018,22000,0.3,4.72,1.95,6.173175812
BHR-2019,Bahrain,BHR,2019,22230,0.3,4.72,1.81,6.646900177
BGD-2015,Bangladesh,BGD,2015,1220,0.11,4.73,0.9,6.227320671
BGD-2016,Bangladesh,BGD,2016,1430,0.11,4.73,0.88,4.499217033
BGD-2017,Bangladesh,BGD,2017,1670,0.12,4.73,0.87,5.114216805
BGD-2018,Bangladesh,BGD,2018,2040,0.12,4.74,0.87,5.279986858
BGD-2019,Bangladesh,BGD,2019,2250,0.12,4.75,0.87,5.024600029
BRB-2015,Barbados,BRB,2015,15760,0.25,4.72,0.5,4.309771061
BRB-2016,Barbados,BRB,2016,15940,0.25,3.27,0.49,
BRB-2017,Barbados,BRB,2017,16090,0.25,3.27,0.49,
BRB-2018,Barbados,BRB,2018,16610,0.25,3.29,0.48,
BRB-2019,Barbados,BRB,2019,17130,0.25,3.34,0.48,
BLR-2015,Belarus,BLR,2015,6750,0.14,3.27,1.94,
BLR-2016,Belarus,BLR,2016,5640,0.14,4.2,1.89,5.233769894
BLR-2017,Belarus,BLR,2017,5320,0.14,4.2,1.89,5.821453094
BLR-2018,Belarus,BLR,2018,5730,0.14,4.18,1.91,
BLR-2019,Belarus,BLR,2019,6370,0.14,4.13,1.86,5.533500195
BEL-2015,Belgium,BEL,2015,45570,0.47,4.2,2.07,5.552915096
BEL-2016,Belgium,BEL,2016,43400,0.47,3.9,2.06,6.89217186
BEL-2017,Belgium,BEL,2017,42520,0.48,3.89,2.04,6.772138119
BEL-2018,Belgium,BEL,2018,46070,0.48,3.89,1.99,6.838760853
BEL-2019,Belgium,BEL,2019,48050,0.48,3.9,1.94,6.834000111
BLZ-2015,Belize,BLZ,2015,4440,0.2,3.9,1.33,6.928347588
BLZ-2016,Belize,BLZ,2016,4370,0.2,3.43,1.37,
BLZ-2017,Belize,BLZ,2017,4430,0.2,3.43,1.42,
BLZ-2018,Belize,BLZ,2018,4560,0.21,3.44,1.39,
BLZ-2019,Belize,BLZ,2019,4610,0.2,3.46,1.39,
BEN-2015,Benin,BEN,2015,1180,0.1,3.42,0.72,
BEN-2016,Benin,BEN,2016,1110,0.1,4.51,0.74,5.81982708
BEN-2017,Benin,BEN,2017,1090,0.1,4.52,0.76,4.976360798
BEN-2018,Benin,BEN,2018,1200,0.1,4.52,0.77,4.407745838
BEN-2019,Benin,BEN,2019,1250,0.1,4.54,0.8,5.045199871
BMU-2015,Bermuda,BMU,2015,101120,0.38,4.51,0.54,4.853180885
BMU-2016,Bermuda,BMU,2016,103620,0.39,3.35,0.53,
BMU-2017,Bermuda,BMU,2017,112940,0.39,3.35,0.52,
BMU-2018,Bermuda,BMU,2018,117000,0.39,3.35,0.51,
BMU-2019,Bermuda,BMU,2019,117290,0.39,3.37,0.5,
BTN-2015,Bhutan,BTN,2015,2520,0.14,3.36,0.97,
BTN-2016,Bhutan,BTN,2016,2650,0.14,4.09,0.97,
BTN-2017,Bhutan,BTN,2017,2800,0.14,4.09,0.96,
BTN-2018,Bhutan,BTN,2018,2970,0.15,4.11,0.96,
BTN-2019,Bhutan,BTN,2019,3150,0.15,4.16,0.96,
BOL-2015,Bolivia,BOL,2015,2960,0.24,4.1,0.99,
BOL-2016,Bolivia,BOL,2016,3040,0.24,3.57,1,5.915734291
BOL-2017,Bolivia,BOL,2017,3090,0.24,3.57,1,5.67427063
BOL-2018,Bolivia,BOL,2018,3370,0.24,3.57,0.99,5.559258938
BOL-2019,Bolivia,BOL,2019,3520,0.25,3.55,0.98,5.715899944
BIH-2015,Bosnia and Herzegovina,BIH,2015,5210,0.14,3.57,1.06,5.65055275
BIH-2016,Bosnia and Herzegovina,BIH,2016,5130,0.14,2.91,1.03,5.887401104
BIH-2017,Bosnia and Herzegovina,BIH,2017,5120,0.14,2.91,1.01,6.01552248
BIH-2018,Bosnia and Herzegovina,BIH,2018,5750,0.14,2.93,0.99,5.515816212
BIH-2019,Bosnia and Herzegovina,BIH,2019,6170,0.15,2.95,0.98,5.813099861
BWA-2015,Botswana,BWA,2015,6430,0.18,2.91,1.87,5.089902401
BWA-2016,Botswana,BWA,2016,6280,0.18,4.43,1.88,3.4613657
BWA-2017,Botswana,BWA,2017,6380,0.18,4.43,1.89,3.471084833
BWA-2018,Botswana,BWA,2018,6780,0.19,4.44,1.9,
BWA-2019,Botswana,BWA,2019,7170,0.19,4.46,1.89,3.466500044
BRA-2015,Brazil,BRA,2015,10170,0.24,4.43,1.01,3.504881144
BRA-2016,Brazil,BRA,2016,8910,0.24,4.01,1.01,6.190921783
BRA-2017,Brazil,BRA,2017,8680,0.24,3.99,1,6.451148987
BRA-2018,Brazil,BRA,2018,9140,0.24,3.99,0.98,6.109717846
BRA-2019,Brazil,BRA,2019,9220,0.24,3.99,0.96,6.33010006
BRN-2015,Brunei,BRN,2015,38850,0.47,4.03,1.33,6.332929134
BRN-2016,Brunei,BRN,2016,33170,0.46,1.68,1.32,
BRN-2017,Brunei,BRN,2017,29800,0.46,1.68,1.32,
BRN-2018,Brunei,BRN,2018,29390,0.46,1.7,1.31,
BRN-2019,Brunei,BRN,2019,32230,0.46,1.74,1.31,
BGR-2015,Bulgaria,BGR,2015,7430,0.16,1.68,0.87,
BGR-2016,Bulgaria,BGR,2016,7400,0.16,2.86,0.88,5.098813534
BGR-2017,Bulgaria,BGR,2017,7610,0.16,2.87,0.89,5.108438015
BGR-2018,Bulgaria,BGR,2018,8530,0.17,2.88,0.88,5.597723007
BGR-2019,Bulgaria,BGR,2019,9500,0.17,2.88,0.87,5.265500069
BFA-2015,Burkina Faso,BFA,2015,700,0.09,2.86,0.68,5.096901894
BFA-2016,Burkina Faso,BFA,2016,680,0.09,4.6,0.72,4.92723608
BFA-2017,Burkina Faso,BFA,2017,670,0.09,4.6,0.75,4.740892887
BFA-2018,Burkina Faso,BFA,2018,750,0.09,4.54,0.77,
BFA-2019,Burkina Faso,BFA,2019,770,0.09,4.43,0.77,4.833799839
BDI-2015,Burundi,BDI,2015,260,0.07,4.59,0.84,4.646891117
BDI-2016,Burundi,BDI,2016,260,0.07,4.79,0.87,3.775283098
BDI-2017,Burundi,BDI,2017,260,0.07,4.79,0.89,
BDI-2018,Burundi,BDI,2018,250,0.07,4.79,0.93,
BDI-2019,Burundi,BDI,2019,240,0.07,4.79,0.96,3.775300026
KHM-2015,Cambodia,KHM,2015,1060,0.08,4.79,0.71,
KHM-2016,Cambodia,KHM,2016,1140,0.08,3.04,0.72,5.121837616
KHM-2017,Cambodia,KHM,2017,1230,0.08,3.05,0.72,4.998284817
KHM-2018,Cambodia,KHM,2018,1380,0.09,3.04,0.72,4.376985073
KHM-2019,Cambodia,KHM,2019,1530,0.09,3.04,0.71,4.83039999
CMR-2015,Cameroon,CMR,2015,1500,0.11,3.04,0.93,4.585842133
CMR-2016,Cameroon,CMR,2016,1440,0.11,4.71,0.97,5.250737667
CMR-2017,Cameroon,CMR,2017,1390,0.11,4.71,1.01,4.936737537
CMR-2018,Cameroon,CMR,2018,1490,0.11,4.71,1.06,5.2410779
CMR-2019,Cameroon,CMR,2019,1540,0.11,4.73,1.09,5.141799927
CAN-2015,Canada,CAN,2015,47590,0.47,4.71,1.89,5.07405138
CAN-2016,Canada,CAN,2016,43890,0.47,3.59,1.87,7.175496578
CAN-2017,Canada,CAN,2017,42900,0.47,3.59,1.81,7.1090765
CAN-2018,Canada,CAN,2018,45080,0.47,3.61,1.7,7.024904728
CAN-2019,Canada,CAN,2019,46540,0.47,3.64,1.63,7.103300095
CPV-2016,Cape Verde,CPV,2016,,0.14,5.11,2.69,
CPV-2017,Cape Verde,CPV,2017,1390,0.14,5.11,2.69,
CPV-2018,Cape Verde,CPV,2018,,0.14,5.09,2.35,
CPV-2019,Cape Verde,CPV,2019,,0.14,5.07,2.33,
CAF-2015,Central African Republic,CAF,2015,400,0.07,3.6,0.82,7.414868355
CAF-2016,Central African Republic,CAF,2016,410,0.07,5.99,0.84,
CAF-2017,Central African Republic,CAF,2017,440,0.07,5.98,0.85,
CAF-2018,Central African Republic,CAF,2018,490,0.07,5.98,0.89,
CAF-2019,Central African Republic,CAF,2019,520,0.07,5.99,0.91,
TCD-2015,Chad,TCD,2015,880,0.1,5.99,0.58,3.475862026
TCD-2016,Chad,TCD,2016,730,0.1,5.22,0.6,4.486325264
TCD-2017,Chad,TCD,2017,640,0.1,5.21,0.61,4.250799179
TCD-2018,Chad,TCD,2018,680,0.1,5.21,0.62,
TCD-2019,Chad,TCD,2019,700,0.1,5.22,0.64,4.355400085
CHL-2015,Chile,CHL,2015,14130,0.38,5.22,1.91,4.558937073
CHL-2016,Chile,CHL,2016,13340,0.39,4.02,1.89,6.436220646
CHL-2017,Chile,CHL,2017,13260,0.39,4.02,1.85,5.942250252
CHL-2018,Chile,CHL,2018,14580,0.39,4,1.81,6.150642872
CHL-2019,Chile,CHL,2019,14900,0.39,3.95,1.77,6.171899796
CHN-2015,China,CHN,2015,7890,0.11,4.03,1.23,6.320119381
CHN-2016,China,CHN,2016,8210,0.11,2.94,1.21,5.131433964
CHN-2017,China,CHN,2017,8670,0.12,2.93,1.19,5.144120216
CHN-2018,China,CHN,2018,9540,0.12,2.93,1.17,5.771064758
CHN-2019,China,CHN,2019,10310,0.12,2.92,1.14,5.339099884
COL-2015,Colombia,COL,2015,7330,0.22,2.94,1.22,5.099061489
COL-2016,Colombia,COL,2016,6460,0.23,2.31,1.18,5.983512402
COL-2017,Colombia,COL,2017,5940,0.23,2.33,1.17,6.350297928
COL-2018,Colombia,COL,2018,6270,0.23,2.34,1.14,5.70917511
COL-2019,Colombia,COL,2019,6570,0.23,2.35,1.11,6.01240015
COM-2015,Comoros,COM,2015,1380,0.09,2.29,0.82,6.157341957
COM-2016,Comoros,COM,2016,1320,0.09,4.38,0.83,3.972819567
COM-2017,Comoros,COM,2017,1280,0.09,4.39,0.84,4.608616352
COM-2018,Comoros,COM,2018,1370,0.09,4.4,0.82,
COM-2019,Comoros,COM,2019,1380,0.09,4.42,0.81,4.288599968
COG-2016,Congo,COG,2016,470,0.13,5.62,1.08,5.490214348
COG-2017,Congo,COG,2017,460,0.13,5.62,1.11,5.212622643
COG-2018,Congo,COG,2018,500,0.13,5.63,1.14,
COG-2019,Congo,COG,2019,530,0.13,5.64,1.18,5.341700077
COK-2016,Cook Islands,COK,2016,470,0.16,3.33,1.18,
COK-2017,Cook Islands,COK,2017,460,0.16,3.33,1.5,
COK-2018,Cook Islands,COK,2018,,0.16,3.33,1.47,
COK-2019,Cook Islands,COK,2019,,0.17,3.33,1.43,
COD-2015,Congo,COD,2015,460,0.07,4.37,1.04,
CRI-2017,Costa Rica,CRI,2017,11500,0.25,3.41,1.67,6.997618675
CRI-2018,Costa Rica,CRI,2018,11970,0.25,3.42,1.69,
CRI-2019,Costa Rica,CRI,2019,12120,0.25,3.42,1.7,7.069399834
CRI-2015,Costa Rica,CRI,2015,10700,0.24,5.63,1.63,4.883991241
CRI-2016,Costa Rica,CRI,2016,11100,0.24,3.41,1.59,7.141074657
CIV-2017,Cote d'Ivoire,CIV,2017,2030,0.11,3.99,0.96,5.392012119
CIV-2018,Cote d'Ivoire,CIV,2018,2180,0.11,4,0.98,5.256503582
CIV-2019,Cote d'Ivoire,CIV,2019,2290,0.12,4.01,1.01,5.306000233
CIV-2015,Cote d'Ivoire,CIV,2015,2050,0.11,3.41,1.06,7.22518158
CIV-2016,Cote d'Ivoire,CIV,2016,2050,0.11,3.99,1.07,5.26837492
HRV-2017,Croatia,HRV,2017,12980,0.18,3.24,1.42,5.625743866
HRV-2018,Croatia,HRV,2018,14410,0.18,3.24,1.39,6.507992268
HRV-2019,Croatia,HRV,2019,15540,0.18,3.24,1.37,5.881700039
HRV-2015,Croatia,HRV,2015,13270,0.18,3.98,1.35,5.037734985
HRV-2016,Croatia,HRV,2016,12680,0.18,3.23,1.32,5.536271095
CUB-2017,Cuba,CUB,2017,7950,0.2,3.97,1.72,
CUB-2018,Cuba,CUB,2018,8630,0.2,3.99,1.7,
CUB-2019,Cuba,CUB,2019,,0.2,4.02,1.68,
CUB-2015,Cuba,CUB,2015,7230,0.2,3.22,1.65,5.343165874
CUB-2016,Cuba,CUB,2016,7480,0.2,3.98,1.64,
CYP-2017,Cyprus,CYP,2017,24960,0.44,3.27,0.8,6.136832714
CYP-2018,Cyprus,CYP,2018,27330,0.44,3.3,0.8,6.259810448
CYP-2019,Cyprus,CYP,2019,28600,0.44,3.38,0.8,6.223499775
CYP-2015,Cyprus,CYP,2015,26010,0.43,3.98,0.78,
CYP-2016,Cyprus,CYP,2016,24720,0.44,3.27,0.77,6.276443005
CZE-2017,Czechia,CZE,2017,18310,0.2,3.11,1.44,
CZE-2018,Czechia,CZE,2018,20560,0.21,3.11,1.4,6.897091389
CZE-2019,Czechia,CZE,2019,22110,0.21,3.11,1.37,6.964700222
CZE-2015,Czechia,CZE,2015,18370,0.2,3.28,1.33,6.062051296
CZE-2016,Czechia,CZE,2016,17670,0.2,3.11,1.3,7.034165382
COD-2017,Democratic Republic of Congo,COD,2017,56690,0.07,,0.96,
COD-2018,Democratic Republic of Congo,COD,2018,,0.07,5.48,1.02,
COD-2019,Democratic Republic of Congo,COD,2019,,0.08,5.5,1.06,
DNK-2015,Denmark,DNK,2015,60510,0.51,3.11,1.26,6.789567947
DNK-2016,Denmark,DNK,2016,58040,0.52,3.89,1.26,7.648785591
DNK-2017,Denmark,DNK,2017,56690,0.52,3.87,1.25,7.693003178
DNK-2018,Denmark,DNK,2018,61260,0.52,3.86,1.24,7.514631271
DNK-2019,Denmark,DNK,2019,63460,0.52,3.85,1.21,7.61950016
DJI-2015,Djibouti,DJI,2015,2540,0.11,3.9,0.86,7.593702316
DJI-2016,Djibouti,DJI,2016,2640,0.11,4.61,0.88,
DJI-2017,Djibouti,DJI,2017,2730,0.11,4.62,0.92,
DJI-2018,Djibouti,DJI,2018,2910,0.11,4.63,0.97,
DJI-2019,Djibouti,DJI,2019,3110,0.11,4.64,0.98,
DMA-2015,Dominica,DMA,2015,6920,0.22,4.59,0.48,
DMA-2016,Dominica,DMA,2016,7270,0.22,3.15,0.51,
DMA-2017,Dominica,DMA,2017,7270,0.22,3.15,0.47,
DMA-2018,Dominica,DMA,2018,7800,0.22,3.18,0.51,
DMA-2019,Dominica,DMA,2019,8210,0.22,3.24,0.52,
DOM-2015,Dominican Republic,DOM,2015,6580,0.23,3.14,1.02,
DOM-2016,Dominican Republic,DOM,2016,6860,0.23,3.96,1.02,5.433215618
DOM-2017,Dominican Republic,DOM,2017,7090,0.23,3.96,1,6.004237175
DOM-2018,Dominican Republic,DOM,2018,7780,0.24,3.97,0.97,5.168409824
DOM-2019,Dominican Republic,DOM,2019,8100,0.24,4,0.95,5.545100212
ECU-2015,Ecuador,ECU,2015,5970,0.29,3.96,1.8,5.605202675
ECU-2016,Ecuador,ECU,2016,5800,0.3,3.52,1.77,6.128010273
ECU-2017,Ecuador,ECU,2017,5860,0.3,3.52,1.8,5.809131145
ECU-2018,Ecuador,ECU,2018,6090,0.3,3.52,1.79,5.35446167
ECU-2019,Ecuador,ECU,2019,6090,0.3,3.51,1.81,5.763999939
EGY-2015,Egypt,EGY,2015,3340,0.2,3.52,0.54,5.839518547
EGY-2016,Egypt,EGY,2016,3440,0.2,4.09,0.54,4.005450726
EGY-2017,Egypt,EGY,2017,3030,0.21,4.09,0.55,4.327831745
EGY-2018,Egypt,EGY,2018,2790,0.21,4.11,0.55,4.472396851
EGY-2019,Egypt,EGY,2019,2690,0.21,4.13,0.55,4.282700062
SLV-2015,El Salvador,SLV,2015,3440,0.2,4.09,1.29,3.929344177
SLV-2016,El Salvador,SLV,2016,3510,0.2,3.6,1.39,6.241199493
SLV-2017,El Salvador,SLV,2017,3600,0.21,3.61,1.37,6.454820633
SLV-2018,El Salvador,SLV,2018,3820,0.21,3.61,1.36,5.461926937
SLV-2019,El Salvador,SLV,2019,3980,0.21,3.6,1.32,6.060500145
-2016,England,,2016,8270,0.46,4.55,0.91,
-2017,England,,2017,6510,0.47,4.52,0.91,
-2018,England,,2018,,0.47,4.52,0.88,
-2019,England,,2019,,0.47,4.52,0.87,
GNQ-2015,Equatorial Guinea,GNQ,2015,10850,0.23,3.6,0.87,6.339318275
GNQ-2016,Equatorial Guinea,GNQ,2016,8270,0.23,5.84,0.91,
GNQ-2017,Equatorial Guinea,GNQ,2017,6510,0.23,5.82,0.96,
GNQ-2018,Equatorial Guinea,GNQ,2018,6730,0.22,5.83,1,
GNQ-2019,Equatorial Guinea,GNQ,2019,6320,0.22,5.86,1.01,
ERI-2015,Eritrea,ERI,2015,,0.09,5.86,1.2,
ERI-2016,Eritrea,ERI,2016,,0.09,4.98,1.23,
ERI-2017,Eritrea,ERI,2017,,0.09,4.98,1.26,
ERI-2018,Eritrea,ERI,2018,,0.09,4.98,1.3,
ERI-2019,Eritrea,ERI,2019,,0.09,4.99,1.33,
EST-2015,Estonia,EST,2015,18570,0.18,4.97,1.42,
EST-2016,Estonia,EST,2016,18290,0.18,3.98,1.37,6.091302395
EST-2017,Estonia,EST,2017,18760,0.19,3.97,1.36,6.034641266
EST-2018,Estonia,EST,2018,21200,0.19,3.98,1.33,6.452563763
EST-2019,Estonia,EST,2019,23050,0.19,3.99,1.31,6.188799858
SWZ-2015,Eswatini,SWZ,2015,3800,0.15,3.98,1.78,5.938395977
SWZ-2016,Eswatini,SWZ,2016,3450,0.16,4.59,1.85,4.211565018
SWZ-2017,Eswatini,SWZ,2017,3390,0.16,4.6,1.9,4.396114826
SWZ-2018,Eswatini,SWZ,2018,3620,0.16,4.6,1.94,
SWZ-2019,Eswatini,SWZ,2019,3710,0.16,4.59,1.94,4.308100224
ETH-2015,Ethiopia,ETH,2015,600,0.08,4.59,0.88,
ETH-2016,Ethiopia,ETH,2016,670,0.08,4.7,0.91,4.379262447
ETH-2017,Ethiopia,ETH,2017,740,0.08,4.71,0.95,4.099555016
ETH-2018,Ethiopia,ETH,2018,800,0.09,4.73,0.98,4.549219608
ETH-2019,Ethiopia,ETH,2019,850,0.09,4.74,1.01,4.274700165
FJI-2015,Fiji,FJI,2015,5100,0.11,4.69,1.21,4.180315495
FJI-2016,Fiji,FJI,2016,5280,0.11,3.01,1.19,
FJI-2017,Fiji,FJI,2017,5370,0.11,3.01,1.18,
FJI-2018,Fiji,FJI,2018,5910,0.11,3.02,1.16,
FJI-2019,Fiji,FJI,2019,5800,0.11,3.03,1.14,
FIN-2015,Finland,FIN,2015,47180,0.52,3.01,1.57,
FIN-2016,Finland,FIN,2016,45530,0.52,4.49,1.55,7.85810709
FIN-2017,Finland,FIN,2017,44840,0.52,4.44,1.53,7.780347824
FIN-2018,Finland,FIN,2018,48220,0.53,4.48,1.52,7.889349937
FIN-2019,Finland,FIN,2019,49940,0.53,4.55,1.56,7.842100143
FRA-2015,France,FRA,2015,41130,0.51,4.54,2.03,7.788251877
FRA-2016,France,FRA,2016,39100,0.51,4.21,1.96,6.665903568
FRA-2017,France,FRA,2017,38320,0.51,4.22,1.92,6.689644337
FRA-2018,France,FRA,2018,41200,0.51,4.22,1.88,6.714111805
FRA-2019,France,FRA,2019,42550,0.52,4.23,1.83,6.689899921
GAB-2015,Gabon,GAB,2015,7970,0.18,4.21,1.36,6.635222435
GAB-2016,Gabon,GAB,2016,7080,0.18,5.65,1.39,4.783009052
GAB-2017,Gabon,GAB,2017,6510,0.18,5.65,1.42,4.914393425
GAB-2018,Gabon,GAB,2018,6830,0.19,5.65,1.44,
GAB-2019,Gabon,GAB,2019,7170,0.19,5.65,1.46,4.851799965
GMB-2015,Gambia,GMB,2015,620,0.09,5.65,0.78,4.782382965
GMB-2016,Gambia,GMB,2016,620,0.09,5.61,0.84,4.922099113
GMB-2017,Gambia,GMB,2017,660,0.09,5.61,0.9,5.163627148
GMB-2018,Gambia,GMB,2018,720,0.1,5.63,0.92,
GMB-2019,Gambia,GMB,2019,750,0.1,5.66,0.95,5.051000118
GEO-2015,Georgia,GEO,2015,4410,0.13,5.6,0.66,4.117938995
GEO-2016,Georgia,GEO,2016,4080,0.13,3.49,0.65,4.659097195
GEO-2017,Georgia,GEO,2017,4040,0.13,3.49,0.64,4.89183569
GEO-2018,Georgia,GEO,2018,4460,0.13,3.51,0.63,5.123143196
GEO-2019,Georgia,GEO,2019,4690,0.14,3.54,0.63,4.89139986
DEU-2015,Germany,DEU,2015,45780,0.46,3.49,1.27,4.45077467
DEU-2016,Germany,DEU,2016,44280,0.46,3.84,1.25,7.118364334
DEU-2017,Germany,DEU,2017,43760,0.46,3.8,1.25,7.035472393
DEU-2018,Germany,DEU,2018,47470,0.47,3.76,1.24,7.311897755
DEU-2019,Germany,DEU,2019,49190,0.47,3.7,1.22,7.154500008
GHA-2015,Ghana,GHA,2015,1940,0.11,3.86,0.91,7.074324608
GHA-2016,Ghana,GHA,2016,1810,0.12,4.44,0.94,5.003693104
GHA-2017,Ghana,GHA,2017,1880,0.12,4.45,0.97,4.96680975
GHA-2018,Ghana,GHA,2018,2120,0.12,4.46,0.98,5.31948328
GHA-2019,Ghana,GHA,2019,2230,0.12,4.46,0.99,5.088399887
GRC-2015,Greece,GRC,2015,20190,0.48,4.43,0.45,5.481310844
GRC-2016,Greece,GRC,2016,18640,0.48,5.27,0.44,5.40928936
GRC-2017,Greece,GRC,2017,17960,0.48,5.33,0.42,5.952157497
GRC-2018,Greece,GRC,2018,19080,0.48,5.41,0.4,5.787615776
GRC-2019,Greece,GRC,2019,19670,0.47,5.5,0.39,5.722599983
GRL-2015,Greenland,GRL,2015,,0.53,5.25,8.18,5.14824152
GRL-2016,Greenland,GRL,2016,,0.54,6.57,7.89,
GRL-2017,Greenland,GRL,2017,,0.54,6.59,7.68,
GRL-2018,Greenland,GRL,2018,,0.54,6.52,7.4,
GRL-2019,Greenland,GRL,2019,,0.55,6.36,7.03,
GRD-2015,Grenada,GRD,2015,7750,0.22,6.56,0.7,
GRD-2016,Grenada,GRD,2016,8350,0.23,3.35,0.66,
GRD-2017,Grenada,GRD,2017,8740,0.23,3.35,0.64,
GRD-2018,Grenada,GRD,2018,9610,0.23,3.36,0.64,
GRD-2019,Grenada,GRD,2019,9750,0.23,3.38,0.63,
GUM-2015,Guam,GUM,2015,,0.19,3.35,3.15,
GUM-2016,Guam,GUM,2016,,0.19,3.36,3.14,
GUM-2017,Guam,GUM,2017,,0.19,3.36,3.06,
GUM-2018,Guam,GUM,2018,,0.19,3.36,2.97,
GUM-2019,Guam,GUM,2019,,0.19,3.36,2.83,
GTM-2015,Guatemala,GTM,2015,3700,0.19,3.36,0.96,
GTM-2016,Guatemala,GTM,2016,3870,0.19,3.86,0.97,6.626591682
GTM-2017,Guatemala,GTM,2017,4100,0.19,3.87,0.99,6.262175083
GTM-2018,Guatemala,GTM,2018,4400,0.19,3.86,0.99,
GTM-2019,Guatemala,GTM,2019,4610,0.2,3.84,1,6.434500217
GIN-2015,Guinea,GIN,2015,760,0.09,3.85,0.64,6.325118542
GIN-2016,Guinea,GIN,2016,780,0.09,4.43,0.66,5.25222683
